Created as New Dataset,GF-PVC043 By Administrator Date Tuesday, July 26 2022
cm-1,%T
3116.00,99.39
3115.00,99.39
3114.00,99.39
3113.00,99.39
3112.00,99.39
3111.00,99.39
3110.00,99.39
3109.00,99.39
3108.00,99.38
3107.00,99.38
3106.00,99.37
3105.00,99.37
3104.00,99.37
3103.00,99.37
3102.00,99.37
3101.00,99.37
3100.00,99.37
3099.00,99.37
3098.00,99.37
3097.00,99.37
3096.00,99.37
3095.00,99.37
3094.00,99.37
3093.00,99.36
3092.00,99.35
3091.00,99.34
3090.00,99.34
3089.00,99.33
3088.00,99.31
3087.00,99.30
3086.00,99.29
3085.00,99.28
3084.00,99.27
3083.00,99.27
3082.00,99.27
3081.00,99.27
3080.00,99.27
3079.00,99.27
3078.00,99.27
3077.00,99.27
3076.00,99.27
3075.00,99.27
3074.00,99.27
3073.00,99.26
3072.00,99.26
3071.00,99.26
3070.00,99.26
3069.00,99.26
3068.00,99.26
3067.00,99.25
3066.00,99.25
3065.00,99.24
3064.00,99.23
3063.00,99.23
3062.00,99.22
3061.00,99.23
3060.00,99.23
3059.00,99.23
3058.00,99.24
3057.00,99.25
3056.00,99.25
3055.00,99.26
3054.00,99.26
3053.00,99.27
3052.00,99.27
3051.00,99.27
3050.00,99.27
3049.00,99.27
3048.00,99.27
3047.00,99.26
3046.00,99.25
3045.00,99.24
3044.00,99.23
3043.00,99.22
3042.00,99.21
3041.00,99.20
3040.00,99.19
3039.00,99.17
3038.00,99.16
3037.00,99.13
3036.00,99.11
3035.00,99.09
3034.00,99.06
3033.00,99.04
3032.00,99.01
3031.00,98.99
3030.00,98.96
3029.00,98.94
3028.00,98.92
3027.00,98.91
3026.00,98.91
3025.00,98.91
3024.00,98.92
3023.00,98.93
3022.00,98.94
3021.00,98.95
3020.00,98.96
3019.00,98.96
3018.00,98.96
3017.00,98.96
3016.00,98.95
3015.00,98.94
3014.00,98.93
3013.00,98.92
3012.00,98.90
3011.00,98.89
3010.00,98.87
3009.00,98.85
3008.00,98.84
3007.00,98.82
3006.00,98.80
3005.00,98.78
3004.00,98.76
3003.00,98.73
3002.00,98.71
3001.00,98.69
3000.00,98.67
2999.00,98.65
2998.00,98.62
2997.00,98.59
2996.00,98.56
2995.00,98.51
2994.00,98.46
2993.00,98.39
2992.00,98.32
2991.00,98.23
2990.00,98.13
2989.00,98.02
2988.00,97.89
2987.00,97.75
2986.00,97.60
2985.00,97.44
2984.00,97.26
2983.00,97.08
2982.00,96.90
2981.00,96.71
2980.00,96.52
2979.00,96.34
2978.00,96.17
2977.00,96.01
2976.00,95.87
2975.00,95.75
2974.00,95.63
2973.00,95.54
2972.00,95.46
2971.00,95.39
2970.00,95.34
2969.00,95.30
2968.00,95.27
2967.00,95.27
2966.00,95.28
2965.00,95.30
2964.00,95.33
2963.00,95.36
2962.00,95.39
2961.00,95.43
2960.00,95.46
2959.00,95.49
2958.00,95.52
2957.00,95.55
2956.00,95.57
2955.00,95.59
2954.00,95.60
2953.00,95.61
2952.00,95.61
2951.00,95.61
2950.00,95.59
2949.00,95.57
2948.00,95.53
2947.00,95.48
2946.00,95.41
2945.00,95.33
2944.00,95.24
2943.00,95.13
2942.00,95.01
2941.00,94.89
2940.00,94.76
2939.00,94.62
2938.00,94.49
2937.00,94.35
2936.00,94.22
2935.00,94.09
2934.00,93.96
2933.00,93.83
2932.00,93.72
2931.00,93.60
2930.00,93.50
2929.00,93.40
2928.00,93.30
2927.00,93.20
2926.00,93.09
2925.00,92.98
2924.00,92.87
2923.00,92.75
2922.00,92.62
2921.00,92.48
2920.00,92.32
2919.00,92.16
2918.00,92.00
2917.00,91.84
2916.00,91.69
2915.00,91.57
2914.00,91.47
2913.00,91.42
2912.00,91.41
2911.00,91.44
2910.00,91.52
2909.00,91.65
2908.00,91.83
2907.00,92.05
2906.00,92.32
2905.00,92.63
2904.00,92.97
2903.00,93.34
2902.00,93.73
2901.00,94.12
2900.00,94.52
2899.00,94.91
2898.00,95.28
2897.00,95.62
2896.00,95.94
2895.00,96.23
2894.00,96.48
2893.00,96.70
2892.00,96.89
2891.00,97.05
2890.00,97.18
2889.00,97.30
2888.00,97.40
2887.00,97.49
2886.00,97.56
2885.00,97.63
2884.00,97.68
2883.00,97.73
2882.00,97.77
2881.00,97.79
2880.00,97.81
2879.00,97.81
2878.00,97.81
2877.00,97.81
2876.00,97.80
2875.00,97.78
2874.00,97.77
2873.00,97.76
2872.00,97.75
2871.00,97.75
2870.00,97.75
2869.00,97.76
2868.00,97.76
2867.00,97.76
2866.00,97.76
2865.00,97.75
2864.00,97.73
2863.00,97.69
2862.00,97.65
2861.00,97.60
2860.00,97.54
2859.00,97.48
2858.00,97.42
2857.00,97.36
2856.00,97.30
2855.00,97.25
2854.00,97.20
2853.00,97.16
2852.00,97.13
2851.00,97.12
2850.00,97.12
2849.00,97.15
2848.00,97.19
2847.00,97.24
2846.00,97.30
2845.00,97.37
2844.00,97.44
2843.00,97.53
2842.00,97.62
2841.00,97.72
2840.00,97.82
2839.00,97.92
2838.00,98.02
2837.00,98.13
2836.00,98.23
2835.00,98.32
2834.00,98.40
2833.00,98.48
2832.00,98.54
2831.00,98.60
2830.00,98.65
2829.00,98.68
2828.00,98.71
2827.00,98.73
2826.00,98.73
2825.00,98.73
2824.00,98.71
2823.00,98.70
2822.00,98.68
2821.00,98.65
2820.00,98.63
2819.00,98.62
2818.00,98.61
2817.00,98.61
2816.00,98.63
2815.00,98.66
2814.00,98.70
2813.00,98.75
2812.00,98.80
2811.00,98.86
2810.00,98.92
2809.00,98.98
2808.00,99.02
2807.00,99.07
2806.00,99.11
2805.00,99.15
2804.00,99.18
2803.00,99.20
2802.00,99.23
2801.00,99.24
2800.00,99.26
2799.00,99.27
2798.00,99.29
2797.00,99.30
2796.00,99.31
2795.00,99.32
2794.00,99.33
2793.00,99.34
2792.00,99.35
2791.00,99.36
2790.00,99.37
2789.00,99.38
2788.00,99.39
2787.00,99.39
2786.00,99.40
2785.00,99.41
2784.00,99.41
2783.00,99.42
2782.00,99.43
2781.00,99.43
2780.00,99.44
2779.00,99.45
2778.00,99.45
2777.00,99.46
2776.00,99.46
2775.00,99.47
2774.00,99.47
2773.00,99.47
2772.00,99.47
2771.00,99.47
2770.00,99.47
2769.00,99.48
2768.00,99.48
2767.00,99.48
2766.00,99.48
2765.00,99.48
2764.00,99.48
2763.00,99.47
2762.00,99.47
2761.00,99.47
2760.00,99.47
2759.00,99.46
2758.00,99.46
2757.00,99.46
2756.00,99.46
2755.00,99.46
2754.00,99.45
2753.00,99.45
2752.00,99.45
2751.00,99.45
2750.00,99.45
2749.00,99.45
2748.00,99.44
2747.00,99.44
2746.00,99.44
2745.00,99.43
2744.00,99.43
2743.00,99.43
2742.00,99.44
2741.00,99.44
2740.00,99.45
2739.00,99.45
2738.00,99.45
2737.00,99.45
2736.00,99.45
2735.00,99.45
2734.00,99.46
2733.00,99.46
2732.00,99.47
2731.00,99.47
2730.00,99.47
2729.00,99.47
2728.00,99.48
2727.00,99.48
2726.00,99.49
2725.00,99.50
2724.00,99.50
2723.00,99.51
2722.00,99.51
2721.00,99.52
2720.00,99.52
2719.00,99.52
2718.00,99.52
2717.00,99.52
2716.00,99.52
2715.00,99.53
2714.00,99.53
2713.00,99.54
2712.00,99.54
2711.00,99.54
2710.00,99.55
2709.00,99.55
2708.00,99.54
2707.00,99.54
2706.00,99.54
2705.00,99.55
2704.00,99.55
2703.00,99.55
2702.00,99.55
2701.00,99.55
2700.00,99.55
2699.00,99.55
2698.00,99.55
2697.00,99.55
2696.00,99.55
2695.00,99.56
2694.00,99.56
2693.00,99.56
2692.00,99.56
2691.00,99.56
2690.00,99.56
2689.00,99.56
2688.00,99.56
2687.00,99.56
2686.00,99.56
2685.00,99.56
2684.00,99.56
2683.00,99.56
2682.00,99.56
2681.00,99.56
2680.00,99.56
2679.00,99.56
2678.00,99.56
2677.00,99.56
2676.00,99.57
2675.00,99.57
2674.00,99.57
2673.00,99.57
2672.00,99.57
2671.00,99.57
2670.00,99.57
2669.00,99.57
2668.00,99.58
2667.00,99.58
2666.00,99.57
2665.00,99.57
2664.00,99.56
2663.00,99.56
2662.00,99.55
2661.00,99.55
2660.00,99.54
2659.00,99.54
2658.00,99.53
2657.00,99.53
2656.00,99.53
2655.00,99.53
2654.00,99.53
2653.00,99.53
2652.00,99.52
2651.00,99.52
2650.00,99.52
2649.00,99.52
2648.00,99.52
2647.00,99.52
2646.00,99.52
2645.00,99.52
2644.00,99.52
2643.00,99.52
2642.00,99.52
2641.00,99.51
2640.00,99.51
2639.00,99.51
2638.00,99.50
2637.00,99.50
2636.00,99.50
2635.00,99.50
2634.00,99.50
2633.00,99.50
2632.00,99.50
2631.00,99.50
2630.00,99.50
2629.00,99.50
2628.00,99.50
2627.00,99.50
2626.00,99.50
2625.00,99.50
2624.00,99.50
2623.00,99.50
2622.00,99.50
2621.00,99.50
2620.00,99.50
2619.00,99.50
2618.00,99.50
2617.00,99.50
2616.00,99.50
2615.00,99.50
2614.00,99.50
2613.00,99.50
2612.00,99.50
2611.00,99.50
2610.00,99.51
2609.00,99.51
2608.00,99.51
2607.00,99.51
2606.00,99.51
2605.00,99.51
2604.00,99.51
2603.00,99.51
2602.00,99.51
2601.00,99.51
2600.00,99.51
2599.00,99.51
2598.00,99.51
2597.00,99.52
2596.00,99.52
2595.00,99.52
2594.00,99.52
2593.00,99.52
2592.00,99.52
2591.00,99.52
2590.00,99.52
2589.00,99.52
2588.00,99.52
2587.00,99.52
2586.00,99.52
2585.00,99.52
2584.00,99.53
2583.00,99.53
2582.00,99.53
2581.00,99.53
2580.00,99.52
2579.00,99.52
2578.00,99.52
2577.00,99.51
2576.00,99.51
2575.00,99.52
2574.00,99.52
2573.00,99.52
2572.00,99.52
2571.00,99.52
2570.00,99.52
2569.00,99.52
2568.00,99.52
2567.00,99.52
2566.00,99.51
2565.00,99.51
2564.00,99.50
2563.00,99.51
2562.00,99.51
2561.00,99.51
2560.00,99.51
2559.00,99.51
2558.00,99.51
2557.00,99.51
2556.00,99.51
2555.00,99.51
2554.00,99.52
2553.00,99.52
2552.00,99.52
2551.00,99.52
2550.00,99.52
2549.00,99.52
2548.00,99.52
2547.00,99.52
2546.00,99.52
2545.00,99.52
2544.00,99.53
2543.00,99.53
2542.00,99.53
2541.00,99.54
2540.00,99.54
2539.00,99.55
2538.00,99.55
2537.00,99.55
2536.00,99.55
2535.00,99.55
2534.00,99.55
2533.00,99.55
2532.00,99.55
2531.00,99.55
2530.00,99.56
2529.00,99.56
2528.00,99.56
2527.00,99.56
2526.00,99.56
2525.00,99.56
2524.00,99.56
2523.00,99.56
2522.00,99.56
2521.00,99.56
2520.00,99.56
2519.00,99.56
2518.00,99.57
2517.00,99.57
2516.00,99.58
2515.00,99.58
2514.00,99.59
2513.00,99.59
2512.00,99.59
2511.00,99.59
2510.00,99.59
2509.00,99.59
2508.00,99.59
2507.00,99.59
2506.00,99.60
2505.00,99.60
2504.00,99.60
2503.00,99.60
2502.00,99.59
2501.00,99.59
2500.00,99.59
2499.00,99.59
2498.00,99.60
2497.00,99.60
2496.00,99.61
2495.00,99.61
2494.00,99.61
2493.00,99.61
2492.00,99.62
2491.00,99.62
2490.00,99.63
2489.00,99.62
2488.00,99.61
2487.00,99.60
2486.00,99.60
2485.00,99.60
2484.00,99.61
2483.00,99.62
2482.00,99.62
2481.00,99.62
2480.00,99.62
2479.00,99.62
2478.00,99.62
2477.00,99.63
2476.00,99.63
2475.00,99.63
2474.00,99.63
2473.00,99.63
2472.00,99.63
2471.00,99.63
2470.00,99.63
2469.00,99.63
2468.00,99.63
2467.00,99.63
2466.00,99.63
2465.00,99.63
2464.00,99.63
2463.00,99.63
2462.00,99.63
2461.00,99.63
2460.00,99.63
2459.00,99.63
2458.00,99.63
2457.00,99.63
2456.00,99.63
