Created as New Dataset,Sample 001 By Administrator Date Tuesday, October 31 2023
cm-1,%T
3759.00,99.56
3758.00,99.56
3757.00,99.57
3756.00,99.57
3755.00,99.57
3754.00,99.57
3753.00,99.57
3752.00,99.57
3751.00,99.57
3750.00,99.57
3749.00,99.56
3748.00,99.56
3747.00,99.55
3746.00,99.54
3745.00,99.53
3744.00,99.53
3743.00,99.54
3742.00,99.54
3741.00,99.54
3740.00,99.54
3739.00,99.54
3738.00,99.54
3737.00,99.54
3736.00,99.55
3735.00,99.55
3734.00,99.56
3733.00,99.56
3732.00,99.56
3731.00,99.56
3730.00,99.56
3729.00,99.56
3728.00,99.56
3727.00,99.56
3726.00,99.56
3725.00,99.56
3724.00,99.56
3723.00,99.56
3722.00,99.57
3721.00,99.58
3720.00,99.58
3719.00,99.58
3718.00,99.57
3717.00,99.56
3716.00,99.56
3715.00,99.57
3714.00,99.57
3713.00,99.57
3712.00,99.57
3711.00,99.56
3710.00,99.57
3709.00,99.57
3708.00,99.57
3707.00,99.57
3706.00,99.57
3705.00,99.56
3704.00,99.56
3703.00,99.55
3702.00,99.55
3701.00,99.55
3700.00,99.55
3699.00,99.55
3698.00,99.55
3697.00,99.56
3696.00,99.57
3695.00,99.58
3694.00,99.58
3693.00,99.58
3692.00,99.57
3691.00,99.56
3690.00,99.56
3689.00,99.55
3688.00,99.55
3687.00,99.56
3686.00,99.57
3685.00,99.57
3684.00,99.58
3683.00,99.58
3682.00,99.58
3681.00,99.57
3680.00,99.56
3679.00,99.56
3678.00,99.56
3677.00,99.56
3676.00,99.55
3675.00,99.55
3674.00,99.55
3673.00,99.54
3672.00,99.54
3671.00,99.54
3670.00,99.55
3669.00,99.55
3668.00,99.54
3667.00,99.53
3666.00,99.53
3665.00,99.53
3664.00,99.54
3663.00,99.56
3662.00,99.56
3661.00,99.56
3660.00,99.55
3659.00,99.55
3658.00,99.56
3657.00,99.57
3656.00,99.57
3655.00,99.57
3654.00,99.57
3653.00,99.56
3652.00,99.56
3651.00,99.55
3650.00,99.53
3649.00,99.52
3648.00,99.51
3647.00,99.51
3646.00,99.51
3645.00,99.52
3644.00,99.53
3643.00,99.55
3642.00,99.56
3641.00,99.56
3640.00,99.56
3639.00,99.55
3638.00,99.54
3637.00,99.53
3636.00,99.52
3635.00,99.52
3634.00,99.52
3633.00,99.54
3632.00,99.55
3631.00,99.56
3630.00,99.55
3629.00,99.53
3628.00,99.52
3627.00,99.52
3626.00,99.52
3625.00,99.53
3624.00,99.55
3623.00,99.56
3622.00,99.56
3621.00,99.55
3620.00,99.54
3619.00,99.53
3618.00,99.52
3617.00,99.52
3616.00,99.52
3615.00,99.52
3614.00,99.52
3613.00,99.52
3612.00,99.51
3611.00,99.51
3610.00,99.50
3609.00,99.50
3608.00,99.50
3607.00,99.49
3606.00,99.49
3605.00,99.49
3604.00,99.48
3603.00,99.49
3602.00,99.49
3601.00,99.50
3600.00,99.51
3599.00,99.52
3598.00,99.53
3597.00,99.54
3596.00,99.55
3595.00,99.55
3594.00,99.56
3593.00,99.56
3592.00,99.55
3591.00,99.54
3590.00,99.52
3589.00,99.52
3588.00,99.52
3587.00,99.54
3586.00,99.55
3585.00,99.55
3584.00,99.55
3583.00,99.54
3582.00,99.54
3581.00,99.55
3580.00,99.56
3579.00,99.57
3578.00,99.57
3577.00,99.57
3576.00,99.57
3575.00,99.56
3574.00,99.56
3573.00,99.56
3572.00,99.57
3571.00,99.58
3570.00,99.59
3569.00,99.58
3568.00,99.57
3567.00,99.56
3566.00,99.56
3565.00,99.56
3564.00,99.56
3563.00,99.57
3562.00,99.57
3561.00,99.57
3560.00,99.57
3559.00,99.57
3558.00,99.57
3557.00,99.57
3556.00,99.56
3555.00,99.56
3554.00,99.55
3553.00,99.55
3552.00,99.54
3551.00,99.54
3550.00,99.53
3549.00,99.53
3548.00,99.53
3547.00,99.53
3546.00,99.54
3545.00,99.54
3544.00,99.54
3543.00,99.53
3542.00,99.53
3541.00,99.53
3540.00,99.53
3539.00,99.54
3538.00,99.54
3537.00,99.55
3536.00,99.55
3535.00,99.55
3534.00,99.55
3533.00,99.54
3532.00,99.54
3531.00,99.54
3530.00,99.54
3529.00,99.55
3528.00,99.56
3527.00,99.56
3526.00,99.57
3525.00,99.56
3524.00,99.56
3523.00,99.55
3522.00,99.54
3521.00,99.54
3520.00,99.54
3519.00,99.54
3518.00,99.54
3517.00,99.54
3516.00,99.54
3515.00,99.54
3514.00,99.54
3513.00,99.54
3512.00,99.54
3511.00,99.53
3510.00,99.53
3509.00,99.52
3508.00,99.52
3507.00,99.52
3506.00,99.52
3505.00,99.53
3504.00,99.53
3503.00,99.53
3502.00,99.52
3501.00,99.52
3500.00,99.52
3499.00,99.52
3498.00,99.51
3497.00,99.50
3496.00,99.50
3495.00,99.50
3494.00,99.51
3493.00,99.52
3492.00,99.53
3491.00,99.52
3490.00,99.52
3489.00,99.51
3488.00,99.51
3487.00,99.51
3486.00,99.50
3485.00,99.50
3484.00,99.50
3483.00,99.50
3482.00,99.50
3481.00,99.51
3480.00,99.51
3479.00,99.52
3478.00,99.52
3477.00,99.52
3476.00,99.51
3475.00,99.51
3474.00,99.51
3473.00,99.50
3472.00,99.50
3471.00,99.50
3470.00,99.51
3469.00,99.51
3468.00,99.51
3467.00,99.51
3466.00,99.51
3465.00,99.50
3464.00,99.50
3463.00,99.51
3462.00,99.51
3461.00,99.51
3460.00,99.51
3459.00,99.50
3458.00,99.49
3457.00,99.49
3456.00,99.50
3455.00,99.50
3454.00,99.50
3453.00,99.49
3452.00,99.48
3451.00,99.48
3450.00,99.48
3449.00,99.48
3448.00,99.48
3447.00,99.47
3446.00,99.47
3445.00,99.46
3444.00,99.46
3443.00,99.46
3442.00,99.45
3441.00,99.45
3440.00,99.46
3439.00,99.46
3438.00,99.47
3437.00,99.48
3436.00,99.47
3435.00,99.47
3434.00,99.46
3433.00,99.46
3432.00,99.47
3431.00,99.48
3430.00,99.48
3429.00,99.48
3428.00,99.47
3427.00,99.45
3426.00,99.44
3425.00,99.44
3424.00,99.44
3423.00,99.44
3422.00,99.44
3421.00,99.44
3420.00,99.44
3419.00,99.44
3418.00,99.44
3417.00,99.44
3416.00,99.45
3415.00,99.46
3414.00,99.46
3413.00,99.46
3412.00,99.45
3411.00,99.45
3410.00,99.45
3409.00,99.45
3408.00,99.46
3407.00,99.46
3406.00,99.47
3405.00,99.48
3404.00,99.48
3403.00,99.47
3402.00,99.46
3401.00,99.45
3400.00,99.44
3399.00,99.44
3398.00,99.44
3397.00,99.44
3396.00,99.44
3395.00,99.43
3394.00,99.43
3393.00,99.42
3392.00,99.43
3391.00,99.44
3390.00,99.45
3389.00,99.44
3388.00,99.44
3387.00,99.43
3386.00,99.43
3385.00,99.43
3384.00,99.43
3383.00,99.43
3382.00,99.43
3381.00,99.44
3380.00,99.44
3379.00,99.45
3378.00,99.45
3377.00,99.45
3376.00,99.45
3375.00,99.44
3374.00,99.43
3373.00,99.43
3372.00,99.43
3371.00,99.43
3370.00,99.43
3369.00,99.42
3368.00,99.41
3367.00,99.40
3366.00,99.40
3365.00,99.40
3364.00,99.41
3363.00,99.41
3362.00,99.41
3361.00,99.40
3360.00,99.39
3359.00,99.39
3358.00,99.39
3357.00,99.39
3356.00,99.38
3355.00,99.38
3354.00,99.37
3353.00,99.36
3352.00,99.36
3351.00,99.35
3350.00,99.35
3349.00,99.35
3348.00,99.34
3347.00,99.34
3346.00,99.35
3345.00,99.35
3344.00,99.36
3343.00,99.37
3342.00,99.38
3341.00,99.38
3340.00,99.38
3339.00,99.38
3338.00,99.38
3337.00,99.38
3336.00,99.37
3335.00,99.36
3334.00,99.35
3333.00,99.35
3332.00,99.36
3331.00,99.36
3330.00,99.37
3329.00,99.37
3328.00,99.37
3327.00,99.37
3326.00,99.37
3325.00,99.36
3324.00,99.35
3323.00,99.35
3322.00,99.35
3321.00,99.35
3320.00,99.35
3319.00,99.35
3318.00,99.34
3317.00,99.33
3316.00,99.33
3315.00,99.33
3314.00,99.33
3313.00,99.33
3312.00,99.33
3311.00,99.33
3310.00,99.32
3309.00,99.32
3308.00,99.33
3307.00,99.34
3306.00,99.34
3305.00,99.34
3304.00,99.34
3303.00,99.33
3302.00,99.32
3301.00,99.31
3300.00,99.29
3299.00,99.28
3298.00,99.29
3297.00,99.29
3296.00,99.31
3295.00,99.31
3294.00,99.32
3293.00,99.31
3292.00,99.30
3291.00,99.30
3290.00,99.30
3289.00,99.29
3288.00,99.29
3287.00,99.29
3286.00,99.29
3285.00,99.29
3284.00,99.29
3283.00,99.29
3282.00,99.29
3281.00,99.28
3280.00,99.28
3279.00,99.28
3278.00,99.28
3277.00,99.27
3276.00,99.27
3275.00,99.27
3274.00,99.27
3273.00,99.27
3272.00,99.27
3271.00,99.27
3270.00,99.26
3269.00,99.25
3268.00,99.24
3267.00,99.23
3266.00,99.22
3265.00,99.22
3264.00,99.23
3263.00,99.23
3262.00,99.23
3261.00,99.23
3260.00,99.23
3259.00,99.24
3258.00,99.24
3257.00,99.24
3256.00,99.23
3255.00,99.23
3254.00,99.22
3253.00,99.21
3252.00,99.22
3251.00,99.22
3250.00,99.23
3249.00,99.23
3248.00,99.22
3247.00,99.21
3246.00,99.19
3245.00,99.19
3244.00,99.19
3243.00,99.19
3242.00,99.18
3241.00,99.17
3240.00,99.17
3239.00,99.18
3238.00,99.18
3237.00,99.19
3236.00,99.18
3235.00,99.18
3234.00,99.18
3233.00,99.18
3232.00,99.19
3231.00,99.18
3230.00,99.18
3229.00,99.18
3228.00,99.18
3227.00,99.18
3226.00,99.18
3225.00,99.18
3224.00,99.17
3223.00,99.16
3222.00,99.15
3221.00,99.15
3220.00,99.15
3219.00,99.16
3218.00,99.16
3217.00,99.15
3216.00,99.14
3215.00,99.13
3214.00,99.12
3213.00,99.11
3212.00,99.11
3211.00,99.11
3210.00,99.11
3209.00,99.10
3208.00,99.09
3207.00,99.08
3206.00,99.08
3205.00,99.07
3204.00,99.07
3203.00,99.07
3202.00,99.07
3201.00,99.07
3200.00,99.07
3199.00,99.07
3198.00,99.06
3197.00,99.06
3196.00,99.07
3195.00,99.07
3194.00,99.06
3193.00,99.06
3192.00,99.06
3191.00,99.06
3190.00,99.06
3189.00,99.06
3188.00,99.05
3187.00,99.05
3186.00,99.04
3185.00,99.03
3184.00,99.03
3183.00,99.02
3182.00,99.02
3181.00,99.03
3180.00,99.04
3179.00,99.05
3178.00,99.05
3177.00,99.05
3176.00,99.03
3175.00,99.02
3174.00,99.01
3173.00,99.01
3172.00,99.01
3171.00,99.01
3170.00,99.01
3169.00,99.01
3168.00,99.01
3167.00,99.01
3166.00,99.01
3165.00,99.02
3164.00,99.02
3163.00,99.02
3162.00,99.01
3161.00,99.00
3160.00,98.99
3159.00,98.99
3158.00,98.98
3157.00,98.97
3156.00,98.96
3155.00,98.95
3154.00,98.95
3153.00,98.94
3152.00,98.94
3151.00,98.94
3150.00,98.94
3149.00,98.95
3148.00,98.95
3147.00,98.95
3146.00,98.94
3145.00,98.93
3144.00,98.92
3143.00,98.92
3142.00,98.92
3141.00,98.92
3140.00,98.92
3139.00,98.92
3138.00,98.91
3137.00,98.91
3136.00,98.90
3135.00,98.90
3134.00,98.89
3133.00,98.88
3132.00,98.87
3131.00,98.87
3130.00,98.87
3129.00,98.86
3128.00,98.85
3127.00,98.85
3126.00,98.85
3125.00,98.85
3124.00,98.85
3123.00,98.84
3122.00,98.84
3121.00,98.84
3120.00,98.84
3119.00,98.83
3118.00,98.83
3117.00,98.82
3116.00,98.81
3115.00,98.80
3114.00,98.79
3113.00,98.79
3112.00,98.79
3111.00,98.79
3110.00,98.78
3109.00,98.77
3108.00,98.76
3107.00,98.74
3106.00,98.73
3105.00,98.71
3104.00,98.71
3103.00,98.71
3102.00,98.72
3101.00,98.72
3100.00,98.72
3099.00,98.72
3098.00,98.72
3097.00,98.71
3096.00,98.70
3095.00,98.69
3094.00,98.68
3093.00,98.67
3092.00,98.67
3091.00,98.66
3090.00,98.66
3089.00,98.65
3088.00,98.64
3087.00,98.63
3086.00,98.62
3085.00,98.62
3084.00,98.62
3083.00,98.62
3082.00,98.62
3081.00,98.62
3080.00,98.62
3079.00,98.62
3078.00,98.61
3077.00,98.61
3076.00,98.61
3075.00,98.60
3074.00,98.59
3073.00,98.58
3072.00,98.58
3071.00,98.57
3070.00,98.57
3069.00,98.57
3068.00,98.56
3067.00,98.56
3066.00,98.56
3065.00,98.56
3064.00,98.56
3063.00,98.55
3062.00,98.54
3061.00,98.53
3060.00,98.52
3059.00,98.51
3058.00,98.51
3057.00,98.51
3056.00,98.51
3055.00,98.50
3054.00,98.49
3053.00,98.48
3052.00,98.48
3051.00,98.48
3050.00,98.47
3049.00,98.47
3048.00,98.47
3047.00,98.46
3046.00,98.46
3045.00,98.46
3044.00,98.46
3043.00,98.45
3042.00,98.45
3041.00,98.44
3040.00,98.43
3039.00,98.42
3038.00,98.41
3037.00,98.41
3036.00,98.41
3035.00,98.41
3034.00,98.41
3033.00,98.41
3032.00,98.40
3031.00,98.40
3030.00,98.39
3029.00,98.39
3028.00,98.39
3027.00,98.39
3026.00,98.39
3025.00,98.38
3024.00,98.38
3023.00,98.38
3022.00,98.39
3021.00,98.40
3020.00,98.41
3019.00,98.42
3018.00,98.42
3017.00,98.41
3016.00,98.41
3015.00,98.40
3014.00,98.40
3013.00,98.40
3012.00,98.39
3011.00,98.38
3010.00,98.38
3009.00,98.37
3008.00,98.37
3007.00,98.37
3006.00,98.38
3005.00,98.38
3004.00,98.38
3003.00,98.38
3002.00,98.39
3001.00,98.39
3000.00,98.39
2999.00,98.38
2998.00,98.38
2997.00,98.36
2996.00,98.35
2995.00,98.34
2994.00,98.34
2993.00,98.34
2992.00,98.34
2991.00,98.33
2990.00,98.31
2989.00,98.30
2988.00,98.29
2987.00,98.29
2986.00,98.29
2985.00,98.28
2984.00,98.27
2983.00,98.26
2982.00,98.26
2981.00,98.25
2980.00,98.23
2979.00,98.22
2978.00,98.20
2977.00,98.18
2976.00,98.17
2975.00,98.16
2974.00,98.15
2973.00,98.14
2972.00,98.12
2971.00,98.11
2970.00,98.10
2969.00,98.09
2968.00,98.07
2967.00,98.04
2966.00,98.02
2965.00,97.99
2964.00,97.97
2963.00,97.93
2962.00,97.89
2961.00,97.85
2960.00,97.81
2959.00,97.77
2958.00,97.74
2957.00,97.69
2956.00,97.63
2955.00,97.57
2954.00,97.50
2953.00,97.42
2952.00,97.34
2951.00,97.25
2950.00,97.14
2949.00,97.03
2948.00,96.90
2947.00,96.76
2946.00,96.60
2945.00,96.43
2944.00,96.24
2943.00,96.02
2942.00,95.79
2941.00,95.52
2940.00,95.24
2939.00,94.93
2938.00,94.59
2937.00,94.23
2936.00,93.83
2935.00,93.41
2934.00,92.95
2933.00,92.45
2932.00,91.91
2931.00,91.32
2930.00,90.67
2929.00,89.95
2928.00,89.13
2927.00,88.21
2926.00,87.16
2925.00,86.00
2924.00,84.71
2923.00,83.31
2922.00,81.84
2921.00,80.31
2920.00,78.79
2919.00,77.32
2918.00,76.01
2917.00,74.96
2916.00,74.27
2915.00,74.01
2914.00,74.18
2913.00,74.74
2912.00,75.57
2911.00,76.58
2910.00,77.64
2909.00,78.69
2908.00,79.68
2907.00,80.58
2906.00,81.38
2905.00,82.09
2904.00,82.71
2903.00,83.26
2902.00,83.74
2901.00,84.16
2900.00,84.55
2899.00,84.91
2898.00,85.26
2897.00,85.59
2896.00,85.92
2895.00,86.24
2894.00,86.56
2893.00,86.88
2892.00,87.20
2891.00,87.53
2890.00,87.85
2889.00,88.18
2888.00,88.52
2887.00,88.87
2886.00,89.23
2885.00,89.59
2884.00,89.96
2883.00,90.34
2882.00,90.73
2881.00,91.13
2880.00,91.54
2879.00,91.96
2878.00,92.37
2877.00,92.76
2876.00,93.14
2875.00,93.48
2874.00,93.77
2873.00,94.02
2872.00,94.21
2871.00,94.36
2870.00,94.46
2869.00,94.52
2868.00,94.54
2867.00,94.52
2866.00,94.45
2865.00,94.34
2864.00,94.17
2863.00,93.93
2862.00,93.60
2861.00,93.17
2860.00,92.61
2859.00,91.90
2858.00,90.99
2857.00,89.85
2856.00,88.43
2855.00,86.73
2854.00,84.75
2853.00,82.55
2852.00,80.27
2851.00,78.13
2850.00,76.41
2849.00,75.35
2848.00,75.12
2847.00,75.68
2846.00,76.88
2845.00,78.48
2844.00,80.24
2843.00,81.98
2842.00,83.60
2841.00,85.04
2840.00,86.30
2839.00,87.39
2838.00,88.34
2837.00,89.16
2836.00,89.87
2835.00,90.50
2834.00,91.04
2833.00,91.52
2832.00,91.94
2831.00,92.32
2830.00,92.66
2829.00,92.97
2828.00,93.25
2827.00,93.50
2826.00,93.73
2825.00,93.94
2824.00,94.14
2823.00,94.32
2822.00,94.48
2821.00,94.63
2820.00,94.77
2819.00,94.90
2818.00,95.03
2817.00,95.16
2816.00,95.28
2815.00,95.39
2814.00,95.49
2813.00,95.58
2812.00,95.66
2811.00,95.73
2810.00,95.80
2809.00,95.87
2808.00,95.94
2807.00,96.01
2806.00,96.09
2805.00,96.15
2804.00,96.22
2803.00,96.28
2802.00,96.33
2801.00,96.39
2800.00,96.44
2799.00,96.49
2798.00,96.54
2797.00,96.60
2796.00,96.65
2795.00,96.69
2794.00,96.73
2793.00,96.77
2792.00,96.81
2791.00,96.85
2790.00,96.90
2789.00,96.95
2788.00,96.99
2787.00,97.03
2786.00,97.07
2785.00,97.11
2784.00,97.14
2783.00,97.18
2782.00,97.21
2781.00,97.25
2780.00,97.28
2779.00,97.31
2778.00,97.34
2777.00,97.37
2776.00,97.40
2775.00,97.42
2774.00,97.43
2773.00,97.45
2772.00,97.48
2771.00,97.51
2770.00,97.53
2769.00,97.55
2768.00,97.57
2767.00,97.58
2766.00,97.59
2765.00,97.60
2764.00,97.62
2763.00,97.63
2762.00,97.65
2761.00,97.66
2760.00,97.68
2759.00,97.69
2758.00,97.71
2757.00,97.73
2756.00,97.74
2755.00,97.76
2754.00,97.77
2753.00,97.78
2752.00,97.79
2751.00,97.79
2750.00,97.80
2749.00,97.81
2748.00,97.81
2747.00,97.82
2746.00,97.82
2745.00,97.82
2744.00,97.82
2743.00,97.82
2742.00,97.83
2741.00,97.84
2740.00,97.85
2739.00,97.86
2738.00,97.87
2737.00,97.88
2736.00,97.89
2735.00,97.90
2734.00,97.91
2733.00,97.92
2732.00,97.93
2731.00,97.94
2730.00,97.95
2729.00,97.96
2728.00,97.98
2727.00,97.99
2726.00,98.01
2725.00,98.01
2724.00,98.02
2723.00,98.03
2722.00,98.04
2721.00,98.04
2720.00,98.05
2719.00,98.07
2718.00,98.08
2717.00,98.09
2716.00,98.09
2715.00,98.10
2714.00,98.10
2713.00,98.11
2712.00,98.12
2711.00,98.13
2710.00,98.14
2709.00,98.14
2708.00,98.14
2707.00,98.14
2706.00,98.15
2705.00,98.16
2704.00,98.17
2703.00,98.17
2702.00,98.18
2701.00,98.19
2700.00,98.19
2699.00,98.19
2698.00,98.19
2697.00,98.20
2696.00,98.21
2695.00,98.21
2694.00,98.22
2693.00,98.22
2692.00,98.22
2691.00,98.22
2690.00,98.23
2689.00,98.22
2688.00,98.22
2687.00,98.21
2686.00,98.20
2685.00,98.20
2684.00,98.20
2683.00,98.20
2682.00,98.20
2681.00,98.20
2680.00,98.19
2679.00,98.18
2678.00,98.16
2677.00,98.15
2676.00,98.14
2675.00,98.13
2674.00,98.12
2673.00,98.11
2672.00,98.10
2671.00,98.09
2670.00,98.07
2669.00,98.05
2668.00,98.04
2667.00,98.02
2666.00,98.01
2665.00,97.99
2664.00,97.98
2663.00,97.97
2662.00,97.96
2661.00,97.95
2660.00,97.95
2659.00,97.94
2658.00,97.93
2657.00,97.93
2656.00,97.93
2655.00,97.93
2654.00,97.93
2653.00,97.94
2652.00,97.94
2651.00,97.94
2650.00,97.93
2649.00,97.92
2648.00,97.91
2647.00,97.91
2646.00,97.91
2645.00,97.91
2644.00,97.91
2643.00,97.91
2642.00,97.92
2641.00,97.92
2640.00,97.91
2639.00,97.91
2638.00,97.90
2637.00,97.89
2636.00,97.88
2635.00,97.88
2634.00,97.88
2633.00,97.88
2632.00,97.88
2631.00,97.89
2630.00,97.90
2629.00,97.92
2628.00,97.93
2627.00,97.95
2626.00,97.95
2625.00,97.96
2624.00,97.97
2623.00,97.99
2622.00,98.01
2621.00,98.04
2620.00,98.06
2619.00,98.08
2618.00,98.08
2617.00,98.08
2616.00,98.09
2615.00,98.10
2614.00,98.11
2613.00,98.12
2612.00,98.13
2611.00,98.14
2610.00,98.16
2609.00,98.17
2608.00,98.19
2607.00,98.20
2606.00,98.22
2605.00,98.23
2604.00,98.24
2603.00,98.25
2602.00,98.26
2601.00,98.27
2600.00,98.28
2599.00,98.28
2598.00,98.29
2597.00,98.30
2596.00,98.31
2595.00,98.32
2594.00,98.32
2593.00,98.32
2592.00,98.32
2591.00,98.32
2590.00,98.33
2589.00,98.34
2588.00,98.35
2587.00,98.36
2586.00,98.37
2585.00,98.38
2584.00,98.39
2583.00,98.39
2582.00,98.38
2581.00,98.38
2580.00,98.37
2579.00,98.38
2578.00,98.38
2577.00,98.39
2576.00,98.39
2575.00,98.39
2574.00,98.38
2573.00,98.37
2572.00,98.37
2571.00,98.38
2570.00,98.39
2569.00,98.39
2568.00,98.39
2567.00,98.39
2566.00,98.38
2565.00,98.38
2564.00,98.37
2563.00,98.37
2562.00,98.37
2561.00,98.37
2560.00,98.36
2559.00,98.35
2558.00,98.35
2557.00,98.35
2556.00,98.36
2555.00,98.37
2554.00,98.37
2553.00,98.37
2552.00,98.36
2551.00,98.35
2550.00,98.35
2549.00,98.34
2548.00,98.34
2547.00,98.34
2546.00,98.34
2545.00,98.34
2544.00,98.34
2543.00,98.35
2542.00,98.36
2541.00,98.37
2540.00,98.38
2539.00,98.39
2538.00,98.40
2537.00,98.41
2536.00,98.41
2535.00,98.41
2534.00,98.41
2533.00,98.40
2532.00,98.41
2531.00,98.41
2530.00,98.43
2529.00,98.44
2528.00,98.46
2527.00,98.48
2526.00,98.49
2525.00,98.51
2524.00,98.52
2523.00,98.52
2522.00,98.53
2521.00,98.54
2520.00,98.54
2519.00,98.55
2518.00,98.55
2517.00,98.56
2516.00,98.57
2515.00,98.59
2514.00,98.60
2513.00,98.61
2512.00,98.61
2511.00,98.61
2510.00,98.61
2509.00,98.61
2508.00,98.62
2507.00,98.62
2506.00,98.63
2505.00,98.64
2504.00,98.64
2503.00,98.65
2502.00,98.65
2501.00,98.66
2500.00,98.67
2499.00,98.68
2498.00,98.68
2497.00,98.68
2496.00,98.69
2495.00,98.70
2494.00,98.71
2493.00,98.73
2492.00,98.73
2491.00,98.73
2490.00,98.72
2489.00,98.71
2488.00,98.72
2487.00,98.73
2486.00,98.74
2485.00,98.75
2484.00,98.76
2483.00,98.76
2482.00,98.76
2481.00,98.75
2480.00,98.75
2479.00,98.75
2478.00,98.75
2477.00,98.75
2476.00,98.76
2475.00,98.77
2474.00,98.78
2473.00,98.79
2472.00,98.80
2471.00,98.81
2470.00,98.82
2469.00,98.83
2468.00,98.83
2467.00,98.83
2466.00,98.82
2465.00,98.83
2464.00,98.83
2463.00,98.83
2462.00,98.83
2461.00,98.82
2460.00,98.82
2459.00,98.83
2458.00,98.85
2457.00,98.86
2456.00,98.86
2455.00,98.86
